Entry	Status	Organism	Subcellular location [CC]
P41234	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Endosome membrane; Multi-pass membrane protein. Lysosome membrane; Multi-pass membrane protein. Note=Forms discrete, punctate intracellular vesicles. {ECO:0000250}.
Q8R420	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q91V24	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12917409}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:16908670}; Multi-pass membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000269|PubMed:16908670}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to cell membrane ruffles and phagocytic cups of macrophages stimulated with C1q or apoptotic cells. Localizes to the cytoplasm of resting macrophages, probably in Golgi and endosomes (PubMed:16908670). Localizes to the apical brush border of cells in the proximal tubules of kidney (Probable). {ECO:0000269|PubMed:16908670, ECO:0000305}.
E9PX95	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15810880}; Multi-pass membrane protein {ECO:0000255}. Cytoplasm {ECO:0000269|PubMed:22237709}.
Q9JI39	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.
Q9QY30	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P70170	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000255|PROSITE-ProRule:PRU00441}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}.
Q9DBL1	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305}.
P49582	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
Q8VCW8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q3UNX5	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:11470804, ECO:0000269|PubMed:15525578}.
Q8VCV1	reviewed	Mus musculus (Mouse)	
Q8K442	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P41233	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q9CXJ4	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}.
Q99LE6	reviewed	Mus musculus (Mouse)	
Q69ZX8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q7TQI7	reviewed	Mus musculus (Mouse)	
Q8JZN5	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9H845}.
P50544	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion inner membrane.
Q99J27	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q5XG73	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000269|PubMed:17768142}; Single-pass membrane protein {ECO:0000269|PubMed:17768142}.
P31786	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000250|UniProtKB:P07108}. Golgi apparatus {ECO:0000250|UniProtKB:P07108}. Note=Golgi localization is dependent on ligand binding. {ECO:0000250|UniProtKB:P07108}.
Q80XL6	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:17768142}. Mitochondrion {ECO:0000250}.
D0G895	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, acrosome membrane {ECO:0000269|PubMed:20421979}; Multi-pass membrane protein {ECO:0000255}. Note=Disappears from acrosome reacted sperm. Co-localizes with IZUMO1 at acrosomal cap area. {ECO:0000269|PubMed:20421979}.
Q8VD53	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q8R4G9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q8BMN3	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P20782	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
O08707	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Early endosome {ECO:0000250}. Recycling endosome {ECO:0000250}. Cell membrane; Multi-pass membrane protein. Note=Predominantly localizes to endocytic vesicles, and upon stimulation by the ligand is internalized via clathrin-coated pits. Once internalized, the ligand dissociates from the receptor, and is targeted to degradation while the receptor is recycled back to the cell membrane (By similarity). {ECO:0000250}.
P56485	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21220100}; Multi-pass membrane protein {ECO:0000269|PubMed:21220100}. Cytoplasm, perinuclear region {ECO:0000250}. Early endosome {ECO:0000250}. Recycling endosome {ECO:0000269|PubMed:21220100}. Note=Predominantly localizes to endocytic vesicles, and upon stimulation by the ligand is internalized via clathrin-coated pits in a beta-arrestin -dependent manner. Once internalized, the ligand dissociates from the receptor, and is targeted to degradation while the receptor is recycled back to the cell membrane (By similarity). {ECO:0000250}.
Q9QY84	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:21278383}. Golgi apparatus {ECO:0000269|PubMed:21278383}. Cytoplasm {ECO:0000269|PubMed:12672658}. Nucleus {ECO:0000269|PubMed:12672658, ECO:0000269|PubMed:21278383}. Note=Detected at the Golgi apparatus during acrosome biogenesis (PubMed:21278383). Detected at the subacrosomal layer in round spermatids (PubMed:21278383). Detected in sperm head and tail (PubMed:21278383).
Q9QXD1	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Peroxisome {ECO:0000250}.
Q9QXG4	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q3URE1	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q80W40	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
P60710	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. {ECO:0000250}.
Q8BXF8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:18692047}. Nucleus {ECO:0000269|PubMed:18692047}. Note=The localization changes from the peripheral region to inside the nucleus during differentiation from round to elongated spermatid.
Q9Z131	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q60876	reviewed	Mus musculus (Mouse)	
Q9JHJ5	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Note=Presumably retained within the endoplasmic reticulum unless complexed with HTR3A. {ECO:0000250}.
P31387	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9R0W9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q9QUI6	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Early endosome {ECO:0000250}. Recycling endosome {ECO:0000250}. Membrane; Multi-pass membrane protein. Note=Predominantly localizes to endocytic vesicles, and upon stimulation by the ligand is internalized via caveolae. Once internalized, the ligand dissociates from the receptor, and is targeted to degradation while the receptor is recycled back to the cell membrane (By similarity). {ECO:0000250}.
A2AKE7	reviewed	Mus musculus (Mouse)	
P83855	reviewed	Mus musculus (Mouse)	
Q8R519	reviewed	Mus musculus (Mouse)	
Q32MW3	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:10383425, ECO:0000305}.
Q9DBK0	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q9CQJ0	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
Q99KI0	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:P16276}.
P41216	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Peroxisome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Microsome membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type III membrane protein {ECO:0000250}.
P62737	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
P63268	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
P57780	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O43707}. Cytoplasm {ECO:0000250|UniProtKB:O43707}. Cell junction {ECO:0000269|PubMed:18332111}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. Colocalizes with actin stress fibers. {ECO:0000250|UniProtKB:O43707}.
P68134	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
O88839	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Endomembrane system {ECO:0000269|PubMed:18390692}; Single-pass type I membrane protein {ECO:0000269|PubMed:18390692}. Cell junction, adherens junction {ECO:0000250}. Cell projection, cilium, flagellum {ECO:0000269|PubMed:18390692}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:18390692}. Note=The majority of the protein is localized in a perinuclear compartment which may correspond to the trans-Golgi network or the late endosome. The pro-protein is the major detectable form on the cell surface, whereas the majority of the protein in the cell is processed.
P97717	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:22120526}; Multi-pass membrane protein {ECO:0000269|PubMed:22120526}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Location at the nuclear membrane facilitates heterooligomerization and regulates ERK-mediated signaling in cardiac myocytes. Colocalizes with GNAQ, PLCB1 as well as LAP2 at the nuclear membrane of cardiac myocytes (By similarity). {ECO:0000250}.
Q80SY6	reviewed	Mus musculus (Mouse)	
O35227	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q05910	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q6PD03	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Chromosome, centromere {ECO:0000250}. Note=From mitotic prophase to metaphase, localizes at the inner centromere between a pair of sister kinetochores. Decreased expression at the onset of anaphase (By similarity). {ECO:0000250}.
Q6PD28	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q15173}.
P26150	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass membrane protein. Mitochondrion membrane; Single-pass membrane protein.
P22599	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:11961105, ECO:0000269|PubMed:8619829}.
Q00897	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:11961105, ECO:0000269|PubMed:8619829}.
Q60614	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8R5A3	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15642358}; Peripheral membrane protein {ECO:0000269|PubMed:15642358}. Cell projection, lamellipodium {ECO:0000269|PubMed:15642358}. Cell junction, focal adhesion {ECO:0000269|PubMed:15642358}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:15642358}. Note=Colocalizes with ENA/VASP proteins at lamellipodia tips and focal adhesions, and F-actin at the leading edge. At the membrane surface, associates, via the PH domain, preferentially with the inositol phosphates, PtdIns(5)P and PtdIns(3)P. This binding appears to be necessary for the efficient interaction of the RA domain to Ras-GTPases.
Q8K449	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q5SSE9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q61102	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}.
Q8R2Y0	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:18096503}; Single-pass type II membrane protein {ECO:0000255}. Mitochondrion {ECO:0000269|PubMed:20657592}.
Q6PE15	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q922Q6	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14667578}. Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q80YU0	reviewed	Mus musculus (Mouse)	
P00520	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Nucleus. Mitochondrion. Note=The myristoylated c-ABL protein is reported to be nuclear. Sequestered into the cytoplasm through interaction with 14-3-3 proteins (By similarity). Localizes to mitochondria in response to oxidative stress. {ECO:0000250}.
P09470	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Angiotensin-converting enzyme, soluble form: Secreted {ECO:0000250}.; SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23535237}; Single-pass type I membrane protein {ECO:0000269|PubMed:23535237}. Cytoplasm {ECO:0000269|PubMed:23535237}. Note=Detected in both cell membrane and cytoplasm in neurons.
O70174	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein. Cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}.
Q9ERK7	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
Q8R493	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P09690	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P02716	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
O54967	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane. Nucleus. Endosome. Cell junction, adherens junction. Cytoplasmic vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000250}. Membrane, clathrin-coated pit {ECO:0000250}. Note=The Tyr-284 phosphorylated form is found both in the membrane and nucleus. Co-localizes with EGFR on endosomes. Nuclear translocation is CDC42-dependent.
O70456	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16710422}. Nucleus {ECO:0000269|PubMed:16710422}. Secreted {ECO:0000250}. Note=May be secreted by a non-classical secretory pathway. {ECO:0000250}.
Q64264	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:8254366}; Multi-pass membrane protein {ECO:0000269|PubMed:8254366}.
Q61224	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P30966	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9R1C8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q91YE9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm.
Q571I9	reviewed	Mus musculus (Mouse)	
Q8C0J2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm. Preautophagosomal structure membrane {ECO:0000269|PubMed:24954904}; Peripheral membrane protein {ECO:0000305}. Note=Recruited to omegasomes membranes by WIPI2. Omegasomes are endoplasmic reticulum connected strutures at the origin of preautophagosomal structures. Localized to preautophagosomal structure (PAS) where it is involved in the membrane targeting of ATG5. Localizes also to discrete punctae along the ciliary axoneme. {ECO:0000269|PubMed:24954904}.
Q60590	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted.
Q63805	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted.
Q9DCQ7	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P07758}.
Q19LI2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q60612	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9D1A0	reviewed	Mus musculus (Mouse)	
Q3UHJ0	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Membrane, clathrin-coated pit {ECO:0000250}. Note=Active when found in clathrin-coated pits at the plasma membrane. In neuronal cells, enriched at presynaptic terminals. In non-neuronal cells, enriched at leading edge of migrating cells (By similarity). {ECO:0000250}.
Q91WG5	reviewed	Mus musculus (Mouse)	
Q8BGM7	reviewed	Mus musculus (Mouse)	
Q99PE8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q99LR1	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:18096503}; Single-pass membrane protein {ECO:0000269|PubMed:18096503}. Mitochondrion {ECO:0000269|PubMed:20657592}.
Q4JIM5	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11752434}.
E9Q4Z2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:10677481}. Nucleus {ECO:0000250|UniProtKB:O00763}. Endomembrane system {ECO:0000250|UniProtKB:O00763}. Note=May associate with membranes. {ECO:0000250|UniProtKB:O00763}.
Q9CQV8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P31946}. Melanosome {ECO:0000250|UniProtKB:P31946}.
P68510	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm.
P68254	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm.
P70445	reviewed	Mus musculus (Mouse)	
P07361	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted.
Q9D2R0	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}.
Q811W1	reviewed	Mus musculus (Mouse)	
Q3THG9	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q99K67	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Mitochondrion.
Q7TSV6	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P61222	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Mitochondrion {ECO:0000250}. Note=Localized to clusters of virus formation at the plasma membrane. {ECO:0000250}.
Q9WV35	reviewed	Mus musculus (Mouse)	
Q5F2F2	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q91ZH7	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q80UX8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q8K370	reviewed	Mus musculus (Mouse)	
Q5EE38	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q96AP0}. Chromosome, telomere {ECO:0000250|UniProtKB:Q96AP0}.
Q91X60	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P04756	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
Q9JIX8	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Nucleus speckle {ECO:0000250}. Nucleus, nucleoplasm {ECO:0000250}. Note=Phosphorylation on Ser-1179 by SRPK2 redistributes it from the nuclear speckles to the nucleoplasm. {ECO:0000250}.
P32211	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein.
Q9CQR4	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:17045243, ECO:0000269|PubMed:17704541, ECO:0000269|PubMed:19405909}. Mitochondrion {ECO:0000269|PubMed:19405909}. Nucleus {ECO:0000269|PubMed:17045243, ECO:0000269|PubMed:17704541}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:17045243}. Note=During interphase, found both in the nucleus and in the cytoplasm. At mitosis, localizes to the spindle. Colocalizes with tubulin. {ECO:0000269|PubMed:17045243}.
P63101	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm. Melanosome. Note=Located to stage I to stage IV melanosomes. {ECO:0000250}.
Q925E7	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q61694	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass membrane protein. Mitochondrion membrane; Single-pass membrane protein.
Q9EQC1	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.
P48193	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cell cortex {ECO:0000250}. Nucleus {ECO:0000250}.
A3KFX0	reviewed	Mus musculus (Mouse)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
