Entry	Status	Organism	Subcellular location [CC]
Q6P7B9	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P13011}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P13011}. Microsome membrane {ECO:0000250|UniProtKB:P13011}.
Q63448	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Peroxisome.
P13676	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm.
O70490	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
P19327	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:2156831}; Multi-pass membrane protein {ECO:0000269|PubMed:2156831}.
P30994	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1331748, ECO:0000269|PubMed:1505525, ECO:0000269|PubMed:22525520}; Multi-pass membrane protein {ECO:0000269|PubMed:1505525}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q02152}.
P21588	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor, GPI-anchor.
B3DMA2	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:14561759}. Mitochondrion {ECO:0000250}.
Q9JLB5	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P43144	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cell membrane {ECO:0000269|PubMed:10713500, ECO:0000269|PubMed:11248107, ECO:0000269|PubMed:12117536, ECO:0000269|PubMed:7954834}; Multi-pass membrane protein {ECO:0000305}.
P12390	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P18916	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P08483	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Basolateral cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P08911	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein.
P07872	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Peroxisome.
Q6SKG1	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
P63259	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
Q9Z1P2	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:21210813}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000250}. Cell membrane {ECO:0000269|PubMed:21210813}. Cell junction {ECO:0000269|PubMed:21210813}. Cell projection, ruffle {ECO:0000250}. Note=Colocalizes with MYOZ2 and PPP3CA at the Z-line of heart and skeletal muscle. Colocalizes with PSD in membrane ruffles and central reticular structures. {ECO:0000250}.
Q9QXQ0	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O43707}. Cytoplasm {ECO:0000250|UniProtKB:O43707}. Cell junction {ECO:0000250|UniProtKB:O43707}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. Colocalizes with actin stress fibers. {ECO:0000250|UniProtKB:O43707}.
Q5M876	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Apical cell membrane; Peripheral membrane protein. Cytoplasm. Note=Predominantly localized in the apical membrane of cells in the S1 segment. In the proximal straight tubules (S2 and S3 segments) is expressed diffusely throughout the cytoplasm (By similarity). {ECO:0000250}.
Q10743	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O14672}; Single-pass type I membrane protein. Golgi apparatus membrane {ECO:0000250|UniProtKB:O14672}; Single-pass type I membrane protein {ECO:0000305}. Note=Is localized in the plasma membrane but is predominantly expressed in the Golgi apparatus and in released membrane vesicles derived likely from the Golgi. {ECO:0000250|UniProtKB:O14672}.
Q9Z1K9	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P19328	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P22086	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9EQR2	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Peroxisome {ECO:0000250}.
Q561R2	reviewed	Rattus norvegicus (Rat)	
P68511	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm.
P61983	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm.
Q80W83	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q15173}.
Q91Y80	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:15158451}.
P17475	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted.
A0A4Z3	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:17206613, ECO:0000269|PubMed:18630988}; Single-pass type II membrane protein {ECO:0000269|PubMed:17206613, ECO:0000269|PubMed:18630988}. Note=Also found in numerous large vesicles throughout the cytoplasm of the soma.
Q9ESR9	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Endosome membrane; Multi-pass membrane protein. Lysosome membrane; Multi-pass membrane protein. Note=Forms discrete, punctate intracellular vesicles. {ECO:0000250}.
Q63563	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Membrane {ECO:0000255|PROSITE-ProRule:PRU00441}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}.
Q5RK23	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q6QA69	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15136565}. Lipid droplet {ECO:0000269|PubMed:15136565}. Note=Colocalized with PLIN and ADRP on the surface of lipid droplets. The localization is dependent upon the metabolic status of the adipocytes and the activity of PKA.
Q6DGG1	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Predominantly cytoplasmic. {ECO:0000250}.
O08764	reviewed	Rattus norvegicus (Rat)	
Q5EGZ1	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Processed angiotensin-converting enzyme 2: Secreted {ECO:0000250}.; SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Cytoplasm {ECO:0000250}. Note=Detected in both cell membrane and cytoplasm in neurons. {ECO:0000250}.
P37136	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse. Secreted. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform H: Cell membrane; Lipid-anchor, GPI-anchor; Extracellular side.
P12389	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P20420	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P25108	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
O09027	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Early endosome {ECO:0000250}. Recycling endosome {ECO:0000250}. Cell membrane; Multi-pass membrane protein. Note=Predominantly localizes to endocytic vesicles, and upon stimulation by the ligand is internalized via clathrin-coated pits. Once internalized, the ligand dissociates from the receptor, and is targeted to degradation while the receptor is recycled back to the cell membrane (By similarity). {ECO:0000250}.
P63102	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm. Melanosome. Note=Located to stage I to stage IV melanosomes. {ECO:0000250}.
P97888	reviewed	Rattus norvegicus (Rat)	
P23571	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000250}. Nucleus {ECO:0000250}.
P35563	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P53369	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11817101}. Nucleus {ECO:0000269|PubMed:11817101}. Nucleus membrane {ECO:0000269|PubMed:11817101}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:11817101}.
P02764	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q923K9	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11870221}. Endoplasmic reticulum {ECO:0000269|PubMed:11870221}. Cytoplasm {ECO:0000269|PubMed:11870221}. Note=Predominantly nuclear where it localizes to heterochromatin. Also cytoplasmic where it is found at the outer surface of the endoplasmic reticulum. Shuttles between the nucleus and cytoplasm. May be transported into the nucleus by the nuclear import protein TNPO2/TRN2 or by APOBEC1.
Q9JMI1	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}.
Q64602	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
P80386	reviewed	Rattus norvegicus (Rat)	
Q80W57	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15255930}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q9UNQ0}; Multi-pass membrane protein {ECO:0000255}.
Q4V7A8	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
P38483	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P41238}.
P60705	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q6AXX9	reviewed	Rattus norvegicus (Rat)	
Q6KC51	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm. Note=In skeletal muscle, sarcomeric or cosarcomeric localization. {ECO:0000250}.
P15650	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion matrix.
Q5FVC7	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:23572513}; Peripheral membrane protein {ECO:0000269|PubMed:23572513}.
Q6AYY8	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P27682	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted. Note=Neuroendocrine and endocrine secretory granules.
Q3T1L0	reviewed	Rattus norvegicus (Rat)	
P63116	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q9R0Z7	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}.
Q6AY17	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q6MG55	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P43143	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
Q05941	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P25110	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P09660	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
Q5U2X5	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:O54967}. Nucleus {ECO:0000250}. Endosome {ECO:0000250}. Cell junction, adherens junction {ECO:0000250}. Cytoplasmic vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000250}. Membrane, clathrin-coated pit {ECO:0000250}. Note=The Tyr-284 phosphorylated form is found in both the membrane and nucleus. Colocalizes with EGFR on endosomes. Nuclear translocation is CDC42-dependent (By similarity). {ECO:0000250}.
P86173	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12368262}.
P08482	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein.
P35213	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P31946}. Melanosome {ECO:0000250|UniProtKB:P31946}.
P62260	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P62258}. Cytoplasm {ECO:0000250|UniProtKB:P62258}. Melanosome {ECO:0000250|UniProtKB:P62258}.
Q794F9	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:11095508}; Single-pass type II membrane protein {ECO:0000269|PubMed:11095508, ECO:0000305}. Melanosome {ECO:0000250}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV (By similarity). Localized to the plasma membrane when associated with SLC7A5 or SLC7A8 (By similarity). Localized to the placental apical membrane (By similarity). Located selectively at cell-cell adhesion sites (By similarity). Colocalized with SLC7A8/LAT2 at the basolateral membrane of kidney proximal tubules and small intestine epithelia (By similarity). Expressed in both luminal and abluminal membranes of brain capillary endothelial cells. {ECO:0000250}.
P30940	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:8384716}; Multi-pass membrane protein {ECO:0000269|PubMed:8384716}.
P14842	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11960784, ECO:0000269|PubMed:2300586, ECO:0000269|PubMed:2854054}; Multi-pass membrane protein {ECO:0000305}. Cell projection, axon {ECO:0000269|PubMed:11960784}. Cytoplasmic vesicle {ECO:0000269|PubMed:11960784}. Membrane, caveola {ECO:0000269|PubMed:11960784}. Cell projection, dendrite {ECO:0000250}. Note=Localizes to the postsynaptic thickening of axo-dendritic synapses. {ECO:0000250}.
P85968	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19343716}.
P85971	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19343716}.
Q5XI64	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q8R2Y0}; Single-pass type II membrane protein {ECO:0000255}. Mitochondrion {ECO:0000250|UniProtKB:Q8R2Y0}.
A1L1K7	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
P12391	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P12392	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P22282	reviewed	Rattus norvegicus (Rat)	
P22072	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass membrane protein. Mitochondrion membrane; Single-pass membrane protein.
Q62622	reviewed	Rattus norvegicus (Rat)	
Q63041	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:1725450}.
P28647	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9QZH8	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Microsome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
P0C1X8	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Membrane, clathrin-coated pit. Note=Active when found in clathrin-coated pits at the plasma membrane. In neuronal cells, enriched at presynaptic terminals. In non-neuronal cells, enriched at leading edge of migrating cells.
Q9QZH4	reviewed	Rattus norvegicus (Rat)	
P80385	reviewed	Rattus norvegicus (Rat)	
Q7TNJ2	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12727224}; Multi-pass membrane protein {ECO:0000269|PubMed:12727224}. Golgi apparatus membrane {ECO:0000269|PubMed:12727224}; Multi-pass membrane protein {ECO:0000269|PubMed:12727224}. Endosome membrane {ECO:0000269|PubMed:12727224}; Multi-pass membrane protein {ECO:0000269|PubMed:12727224}. Note=Localizes to cell membrane ruffles and phagocytic cups of macrophages stimulated with C1q or apoptotic cells. Localizes to the cytoplasm of resting macrophages, probably in Golgi and endosomes. Localizes to the apical brush border of cells in the proximal tubules of kidney. {ECO:0000250|UniProtKB:Q91V24}.
Q9QY44	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}.
Q9QZM5	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000269|PubMed:17304222}. Cell projection, lamellipodium {ECO:0000269|PubMed:17304222}. Cell projection, filopodium {ECO:0000269|PubMed:17304222}. Cell projection, growth cone {ECO:0000269|PubMed:10995551}. Cell junction, synapse, postsynaptic cell membrane, postsynaptic density {ECO:0000269|PubMed:10995551, ECO:0000269|PubMed:17304222}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:17304222}. Note=Localized to protruding lamellipodia and filopodia tips. May shuttle from the postsynaptic densities to the nucleus. {ECO:0000269|PubMed:10995551, ECO:0000269|PubMed:17304222}.
P45953	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion inner membrane.
Q6DGF9	reviewed	Rattus norvegicus (Rat)	
A0FKI7	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
Q62878	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass membrane protein. Mitochondrion membrane; Single-pass membrane protein.
P46953	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03019}.
P28564	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1836757, ECO:0000269|Ref.1}; Multi-pass membrane protein {ECO:0000269|PubMed:1836757, ECO:0000269|Ref.1}.
D3Z9R8	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}. Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q9EPH1	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P04217}.
P14046	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Secreted.
Q09137	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=In response to stress, recruited by p53/TP53 to specific promoters. {ECO:0000250}.
Q9QYW0	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10580117}.
Q6MG08	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8NE71}. Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q8NE71}. Nucleus envelope {ECO:0000250|UniProtKB:Q8NE71}.
Q5I0K5	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
P68255	reviewed	Rattus norvegicus (Rat)	SUBCELLULAR LOCATION: Cytoplasm.
Q4QQT4	reviewed	Rattus norvegicus (Rat)	
P36876	reviewed	Rattus norvegicus (Rat)	
