Entry	Status	Organism	Subcellular location [CC]
O25294	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P56122	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
Q48255	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56119	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O24999	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56073	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P56197	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00210}.
P56149	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25369	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000255|HAMAP-Rule:MF_01430}.
P56082	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00815}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_00815}.
P56087	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01396}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01396}.
P55987	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01346}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01346}.
P55988	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01347}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_01347}.
P56084	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
P56086	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01398}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01398}.
P56085	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01393}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01393}.
O25424	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
O25711	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25627	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00834}.
O25930	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000255|HAMAP-Rule:MF_00922}; Lipid-anchor {ECO:0000255|HAMAP-Rule:MF_00922}.
O25956	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P55979	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P55980	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P97245	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.
O25577	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25320	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O24872	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q48252	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25835	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O24958	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250|UniProtKB:Q8KS19, ECO:0000255}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8KS19, ECO:0000255}.
P97227	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P77872	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P0A0R3	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q48248	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
O25004	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P71404	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P56156	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00444}.
O25173	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P71403	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
P56062	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P42383	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00600}.
O25683	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O26010	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00151}.
O25533	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
O25926	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
Q48271	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56066	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25502	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
O25901	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:12065537}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9WZ31}.
O25150	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P55989	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
O25983	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56190	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
O25823	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00454}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_00454}.
O25002	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P71405	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
O25657	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00418}.
O25290	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00197}.
O25506	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25825	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Periplasm.
O24855	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56067	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56195	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00740}.
P94844	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00102}.
O25343	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_02122}.
O25425	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
O25325	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00218}.
O25597	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250|UniProtKB:A3KEZ1}; Peripheral membrane protein {ECO:0000305}.
O25898	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
O25754	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
O25755	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
O25986	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
O25897	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.
O25830	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56129	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25136	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56419	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25505	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25801	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56191	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00047}.
P56463	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P55990	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P55994	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56157	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P56105	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56429	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25916	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25336	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O26057	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
O25890	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01152}.
O25536	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P43313	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm.
P56139	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56064	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25242	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P55975	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
O25427	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56004	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
O25121	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56111	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P56059	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm. Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_00367}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_00367}.
P56003	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00118}.
P56002	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P48285	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00318}. Secreted {ECO:0000255|HAMAP-Rule:MF_00318}. Cell surface {ECO:0000255|HAMAP-Rule:MF_00318}. Note=Fractions of enolase are present in both the cytoplasm and on the cell surface. The export of enolase possibly depends on the covalent binding to the substrate; once secreted, it remains attached to the cell surface. {ECO:0000255|HAMAP-Rule:MF_00318}.
O24867	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250|UniProtKB:P36555}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P36555}.
O26087	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25936	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01855}.
O24990	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25039	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00378}.
O26016	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P64101	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
O25028	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Periplasm {ECO:0000250}. Bacterial flagellum basal body {ECO:0000250}.
O24994	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01815}.
O25928	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00406}.
O25679	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.
O25776	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P96786	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Secreted. Bacterial flagellum.
P0A0S3	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Bacterial flagellum basal body {ECO:0000250}.
O06913	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25458	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00920}.
P56110	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25781	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
O07025	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
O06912	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P56096	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to the division septum. {ECO:0000250}.
O25396	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250|UniProtKB:P33650}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P33650}.
O25092	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000250}. Bacterial flagellum basal body {ECO:0000250}.
P67708	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Bacterial flagellum basal body {ECO:0000250}.
P56467	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P50610	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Bacterial flagellum basal body.
O25929	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P56461	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P52093	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:8419304}.
O25722	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Located at the septum. {ECO:0000250}.
O06914	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O06758	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P0A0S1	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Secreted. Bacterial flagellum.
P56416	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
O25119	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000250|UniProtKB:P0ABZ1}; Peripheral membrane protein {ECO:0000250|UniProtKB:P0ABZ1}; Cytoplasmic side {ECO:0000250|UniProtKB:P0ABZ1}. Bacterial flagellum basal body {ECO:0000250|UniProtKB:P0ABZ1}.
P57798	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
Q07911	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Secreted. Bacterial flagellum.
O25629	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_02033}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_02033}; Cytoplasmic side {ECO:0000255|HAMAP-Rule:MF_02033}. Note=Localizes to the Z ring in an FtsZ-dependent manner. Targeted to the membrane through a conserved C-terminal amphiphatic helix. {ECO:0000255|HAMAP-Rule:MF_02033}.
P56114	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25769	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P71408	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305|PubMed:8892813}; Multi-pass membrane protein {ECO:0000305|PubMed:8892813}; Cytoplasmic side {ECO:0000305|PubMed:8892813}.
O25671	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
O25883	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00743}.
P56097	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00909}. Note=Assembles at midcell at the inner surface of the cytoplasmic membrane. {ECO:0000255|HAMAP-Rule:MF_00909}.
P55971	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
O25372	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P94845	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P9WN39}.
P56462	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25731	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00524}.
O25393	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_01631}.
O25626	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
P25177	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	
O25788	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P56089	reviewed	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00051}.
