Entry	Status	Organism	Subcellular location [CC]
Q3T0A0	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q0VC00	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q5EAD4	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305}.
P02715	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P62261	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P62258}. Cytoplasm {ECO:0000250|UniProtKB:P62258}. Melanosome {ECO:0000250|UniProtKB:P62258}.
P63103	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm. Melanosome. Note=Located to stage I to stage IV melanosomes. {ECO:0000250}.
P14790	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q3SZR3	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q1LZD0	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q95JC7	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11997120}; Multi-pass membrane protein {ECO:0000305}. Melanosome {ECO:0000250}.
Q32PA8	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Note=Diffuse distribution with some highly concentrated spots around the nucleus. {ECO:0000250}.
Q3SZ73	reviewed	Bos taurus (Bovine)	
Q9TTS3	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm.
Q0NXR6	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q2KHT9	reviewed	Bos taurus (Bovine)	
Q2KHW5	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasmic vesicle {ECO:0000250}. Microsome {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}.
P68250	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P31946}. Melanosome {ECO:0000250|UniProtKB:P31946}.
Q3SZI4	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
A6QR56	reviewed	Bos taurus (Bovine)	
Q5E9N4	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
P58108	reviewed	Bos taurus (Bovine)	
Q32LK1	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
A8E657	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q9UDR5}.
P12344	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion matrix. Cell membrane {ECO:0000250}.
Q5EA42	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P08910}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P08910}.
P02709	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
Q8SPU6	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
A4FUX8	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q0II68	reviewed	Bos taurus (Bovine)	
Q9TT94	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P13516}; Multi-pass membrane protein {ECO:0000305}.
P68252	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm.
Q0VC36	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Secreted {ECO:0000250}. Note=May be secreted by a non-classical secretory pathway. {ECO:0000250}.
Q2HJD7	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q9N179	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cytoplasm, cell cortex. Nucleus.
Q0P5A7	reviewed	Bos taurus (Bovine)	
Q75Z89	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P14842}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P14842}. Cell projection, axon {ECO:0000250|UniProtKB:P14842}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:P14842}. Membrane, caveola {ECO:0000250|UniProtKB:P14842}. Cell projection, dendrite {ECO:0000250}. Note=Localizes to the postsynaptic thickening of axo-dendritic synapses. {ECO:0000250}.
Q08DJ7	reviewed	Bos taurus (Bovine)	
P07107	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:17953517}. Golgi apparatus {ECO:0000269|PubMed:17953517}. Note=Golgi localization is dependent on ligand binding. {ECO:0000250|UniProtKB:P07108}.
P23795	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell junction, synapse. Secreted. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.; SUBCELLULAR LOCATION: Isoform H: Cell membrane; Lipid-anchor, GPI-anchor; Extracellular side.
P12820	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Secreted.
P13536	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
Q2KJF1	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
P28190	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q2LL38	reviewed	Bos taurus (Bovine)	
A5PKD9	reviewed	Bos taurus (Bovine)	
A7YY28	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Predominantly cytoplasmic. {ECO:0000250}.
Q1JPD2	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
A6QNS3	reviewed	Bos taurus (Bovine)	
Q3ZBF6	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:6712627}.
P07106	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
Q05927	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor, GPI-anchor.
Q7SIH1	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Secreted.
Q5BIS9	reviewed	Bos taurus (Bovine)	
Q3SZK1	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}. Cytoplasm {ECO:0000250}.
P33097	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm.
Q2HJ19	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q4GZT4	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9UNQ0}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q9UNQ0}; Multi-pass membrane protein {ECO:0000255}.
Q1LZ86	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q8R2Y0}; Single-pass type II membrane protein {ECO:0000255}. Mitochondrion {ECO:0000250|UniProtKB:Q8R2Y0}.
Q5E9H9	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q5E9H2	reviewed	Bos taurus (Bovine)	
Q0V8K7	reviewed	Bos taurus (Bovine)	
Q0VCA8	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03019}.
P34955	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Secreted.
P28800	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Secreted.
Q0VC81	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q0P5B7	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Microsome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q2T9S8	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q17QP1	reviewed	Bos taurus (Bovine)	
P41985	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Phosphorylation in response to agonist binding promotes receptor internalization. {ECO:0000250}.
Q3SZP5	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Peroxisome {ECO:0000250}.
Q2TA43	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
Q10741	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:10097139}; Single-pass type I membrane protein {ECO:0000305}. Cell membrane {ECO:0000269|PubMed:10097139}; Single-pass type I membrane protein {ECO:0000305}. Note=Is localized in the plasma membrane but is predominantly expressed in the Golgi apparatus and in released membrane vesicles derived likely from the Golgi. {ECO:0000250|UniProtKB:O14672}.
O77780	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q32KR8	reviewed	Bos taurus (Bovine)	
P08165	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion matrix.
P48818	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion inner membrane.
A2VDR2	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q0VCU1	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q58DN7	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q3ZC07	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
P34974	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
A4IFE3	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}.
O77700	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
A7YY53	reviewed	Bos taurus (Bovine)	
Q8SQH5	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q2YDD9	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell projection, cilium, flagellum {ECO:0000250}. Note=In sperm flagellum this protein is located in the fibrous sheath, a non-mitochondrial region. {ECO:0000250}.
P52505	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:1907568}.
Q5E9B5	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
Q3ZC42	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P46626	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
A1L5A6	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q16186}. Nucleus {ECO:0000250|UniProtKB:Q16186}.
A6QQV9	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell projection, podosome {ECO:0000250}. Cell projection, invadopodium {ECO:0000250}. Note=In the cytosol, associated with actin stress fibers. {ECO:0000250}.
Q0VCT1	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q13015}. Cytoplasm {ECO:0000250|UniProtKB:Q13015}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q13015}. Note=Continuous nuclear export is followed by degradation. {ECO:0000250|UniProtKB:Q13015}.
Q6QME8	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000255|HAMAP-Rule:MF_03031}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03031}. Note=Translational repression of mRNAs results in their recruitment to P-bodies. Translocation to the nucleus requires IMP8. {ECO:0000255|HAMAP-Rule:MF_03031}.
O97817	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.
O97827	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q80TS3}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q80TS3}. Cell projection, axon {ECO:0000250|UniProtKB:Q80TS3}. Cell junction {ECO:0000250|UniProtKB:Q80TS3}.
Q01314	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P31750}. Nucleus {ECO:0000250|UniProtKB:P31750}. Cell membrane {ECO:0000250}. Note=Nucleus after activation by integrin-linked protein kinase 1 (ILK1). Nuclear translocation is enhanced by interaction with TCL1A (By similarity). Phosphorylation on Tyr-176 by TNK2 results in its localization to the cell membrane where it is targeted for further phosphorylations on Thr-308 and Ser-473 leading to its activation and the activated form translocates to the nucleus. Colocalizes with WDFY2 in intracellular vesicles (By similarity). {ECO:0000250|UniProtKB:P31749}.
Q2KJH9	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P20000	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion matrix.
Q3T0S5	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite {ECO:0000250}.
Q0P5D9	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
A1A4L5	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q96BT7}. Nucleus {ECO:0000250|UniProtKB:Q96BT7}. Note=Predominantly cytoplasmic. {ECO:0000250|UniProtKB:Q96BT7}.
Q32L91	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
A7MB45	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q3ZC55	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm, myofibril, sarcomere, Z line {ECO:0000250}. Note=Colocalizes with MYOZ1 and FLNC at the Z-lines of skeletal muscle. {ECO:0000250}.
Q0III9	reviewed	Bos taurus (Bovine)	
P07033	reviewed	Bos taurus (Bovine)	
P19754	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:2022671, ECO:0000269|PubMed:2472670}; Multi-pass membrane protein {ECO:0000305|PubMed:2022671, ECO:0000305|PubMed:2472670}. Cell membrane {ECO:0000269|PubMed:19029295, ECO:0000269|PubMed:2022671}; Multi-pass membrane protein {ECO:0000305|PubMed:2022671}. Cytoplasm {ECO:0000250|UniProtKB:O88444}. Membrane raft {ECO:0000269|PubMed:19029295}. Note=Expressed in the cytoplasm of supporting cells and hair cells of the cochlea vestibule, as well as to the cochlear hair cell nuclei and stereocilia. {ECO:0000250|UniProtKB:O88444}.
Q29450	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q08DH7	reviewed	Bos taurus (Bovine)	
Q3ZCJ2	reviewed	Bos taurus (Bovine)	
Q5EA92	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q148F2	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q3SYR3	reviewed	Bos taurus (Bovine)	
Q5EA59	reviewed	Bos taurus (Bovine)	
Q17QJ1	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
P63258	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
Q3B7N2	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cytoplasm, myofibril, sarcomere, Z line. Cell membrane {ECO:0000250}. Cell junction {ECO:0000250}. Cell projection, ruffle {ECO:0000250}. Note=Colocalizes with MYOZ2 and PPP3CA at the Z-line of heart and skeletal muscle. Colocalizes with PSD in membrane ruffles and central reticular structures. {ECO:0000250}.
A5D7D1	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O43707}. Cytoplasm {ECO:0000250|UniProtKB:O43707}. Cell junction {ECO:0000250, ECO:0000250|UniProtKB:O43707}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. Colocalizes with actin stress fibers. {ECO:0000250|UniProtKB:O43707}.
Q28838	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q6T5B7	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000255|HAMAP-Rule:MF_03032}.
Q08DW9	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q99LR1}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q99LR1}.
Q148M8	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Nucleus, nucleolus {ECO:0000250}.
A5PK26	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Recycling endosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.
Q3SZF0	reviewed	Bos taurus (Bovine)	
P54131	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane; Multi-pass membrane protein.
P35350	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Early endosome {ECO:0000250}. Recycling endosome {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Predominantly localizes to endocytic vesicles, and upon stimulation by the ligand is internalized via caveolae. Once internalized, the ligand dissociates from the receptor, and is targeted to degradation while the receptor is recycled back to the cell membrane (By similarity). {ECO:0000250}.
P20004	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255}.
Q2EMW0	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}. Nucleus {ECO:0000250}.
A2VE47	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q148E0	reviewed	Bos taurus (Bovine)	
F1MH24	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11877461}; Peripheral membrane protein {ECO:0000269|PubMed:11877461}. Membrane, clathrin-coated pit {ECO:0000250|UniProtKB:P0C1X8}. Note=Active when found in clathrin-coated pits at the plasma membrane. In neuronal cells, enriched at presynaptic terminals. In non-neuronal cells, enriched at leading edge of migrating cells (By similarity). {ECO:0000250|UniProtKB:P0C1X8, ECO:0000269|PubMed:11877461}.
Q32PF2	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
P41986	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein.
Q3SWX2	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
P56658	reviewed	Bos taurus (Bovine)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Extracellular side {ECO:0000250}. Cell junction {ECO:0000250|UniProtKB:P00813}. Cytoplasmic vesicle lumen {ECO:0000250|UniProtKB:P03958}. Cytoplasm {ECO:0000250}. Lysosome {ECO:0000250|UniProtKB:P00813}. Note=Colocalized with DPP4 at the cell surface. {ECO:0000250|UniProtKB:P00813}.
