Entry	Status	Organism	Subcellular location [CC]
P04755	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P92177	reviewed	Drosophila melanogaster (Fruit fly)	
P29310	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Early endosome {ECO:0000269|PubMed:27015288}.
P20905	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:2174167}; Multi-pass membrane protein {ECO:0000269|PubMed:2174167}.
P41572	reviewed	Drosophila melanogaster (Fruit fly)	
Q9VZ64	reviewed	Drosophila melanogaster (Fruit fly)	
O46200	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
P09087	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus.
Q9VSA3	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
P32234	reviewed	Drosophila melanogaster (Fruit fly)	
P91927	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P09478	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P36179	reviewed	Drosophila melanogaster (Fruit fly)	
Q9V8R9	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell junction, septate junction. Note=Septate junction in the apical-lateral domain of epithelial cells during embryonic and imaginal disk development.
P27091	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:1601181}.
P14599	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q9V8M5	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
P16548	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:2109712}.
P18487	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm.
O46199	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
P81928	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P16909	reviewed	Drosophila melanogaster (Fruit fly)	
P36872	reviewed	Drosophila melanogaster (Fruit fly)	
O46341	reviewed	Drosophila melanogaster (Fruit fly)	
P29555	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000305|PubMed:1979297}.
Q24174	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus.
P16395	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein.
Q7KML2	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Peroxisome {ECO:0000250}.
P45889	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
Q9VAC5	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q9VHH7	reviewed	Drosophila melanogaster (Fruit fly)	
Q9V778	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Peroxisome {ECO:0000250}.
Q7K2G1	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
P00522	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm.
Q94519	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Mitochondrion.
P02574	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
P83967	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
Q9V3T9	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Mitochondrion matrix.
P39413	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:1508206}.
Q9VLL0	reviewed	Drosophila melanogaster (Fruit fly)	
P02572	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
Q8INB9	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytosol. Cell membrane. Note=Recruited to plasma membrane upon activation.
Q9W3V8	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:24681004}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P40351}.
P18091	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:17353360}. Note=Colocalizes with Smn at the Z-line of indirect flight muscles.
A1ZBR5	reviewed	Drosophila melanogaster (Fruit fly)	
P28285	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P16376	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00407}.
O46227	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
O46202	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q24093	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
P53501	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
P91615	reviewed	Drosophila melanogaster (Fruit fly)	
P46415	reviewed	Drosophila melanogaster (Fruit fly)	
Q9VIP7	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P10987	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
P10981	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
P56544	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
Q9VF36	reviewed	Drosophila melanogaster (Fruit fly)	
Q9V3R6	reviewed	Drosophila melanogaster (Fruit fly)	
P00334	reviewed	Drosophila melanogaster (Fruit fly)	
Q9VLJ6	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000269|PubMed:9839949}.
P25162	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane; Multi-pass membrane protein. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P45891	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
Q9VQ79	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:18309327}.
Q9VUR3	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Nucleus {ECO:0000250}.
Q9VLQ1	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:21199819}; Single-pass type II membrane protein {ECO:0000269|PubMed:21199819}.
P61855	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted.
Q9VS59	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18066067}.
P08144	reviewed	Drosophila melanogaster (Fruit fly)	
Q9VW60	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:P26769}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P26769}. Cell membrane {ECO:0000250|UniProtKB:P26769}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P26769}.
P05552	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00371, ECO:0000255|PROSITE-ProRule:PRU00372, ECO:0000269|PubMed:1731341}.
Q26365	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q7PLK0	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17322028, ECO:0000269|PubMed:17346786, ECO:0000269|PubMed:19377467, ECO:0000269|PubMed:19395009, ECO:0000269|PubMed:20953170, ECO:0000269|PubMed:20980675, ECO:0000269|PubMed:21447556}. Note=Component of the meiotic nuage, also named P granule, a germ-cell-specific organelle required to repress transposon activity during meiosis. Also found in prominent but discrete foci in the germarium. Unlike other nuage components, does not accumulate at the posterior pole in oocytes and early embryos. In the cytoplasm of syncytial embryos, accumulates in discrete foci. {ECO:0000269|PubMed:17322028, ECO:0000269|PubMed:17346786, ECO:0000269|PubMed:19377467, ECO:0000269|PubMed:19395009, ECO:0000269|PubMed:20953170, ECO:0000269|PubMed:20980675, ECO:0000269|PubMed:21447556}.
Q7K4V4	reviewed	Drosophila melanogaster (Fruit fly)	
Q8T8L8	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P50076}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P50076}.
Q9VUQ5	reviewed	Drosophila melanogaster (Fruit fly)	
Q9VU95	reviewed	Drosophila melanogaster (Fruit fly)	
P07764	reviewed	Drosophila melanogaster (Fruit fly)	
Q9VH78	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q9VKX7	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P81641	reviewed	Drosophila melanogaster (Fruit fly)	
O18408	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q9V895	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=Shuttles between nucleus and cytoplasm. {ECO:0000250}.
Q24239	reviewed	Drosophila melanogaster (Fruit fly)	
Q9VTU1	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q9V431	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q9NII1	reviewed	Drosophila melanogaster (Fruit fly)	
Q9VCY8	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P37193	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
Q9VPN2	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:23264686}; Single-pass type I membrane protein {ECO:0000255}.
Q24049	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q26307	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted.
Q9VXG4	reviewed	Drosophila melanogaster (Fruit fly)	
P21663	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted.
Q9VQI9	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11171403, ECO:0000269|PubMed:22195968}. Note=Associates to transcriptionally active chromatin.
Q9VC44	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
P15364	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor, GPI-anchor {ECO:0000305}.
Q9W549	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q24248	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q94981	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10880484}. Note=Mainly cytoplasmic.
Q9VY77	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell junction, adherens junction {ECO:0000269|PubMed:20303269}.
Q9VNZ8	reviewed	Drosophila melanogaster (Fruit fly)	
Q06453	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108, ECO:0000255|PROSITE-ProRule:PRU00138}.
P22464	reviewed	Drosophila melanogaster (Fruit fly)	
Q24238	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}.
Q8MSG8	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q9VD92	reviewed	Drosophila melanogaster (Fruit fly)	
Q06849	reviewed	Drosophila melanogaster (Fruit fly)	
Q9VQG2	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
A1Z9X0	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cell cortex {ECO:0000269|PubMed:10995441, ECO:0000269|PubMed:11734648, ECO:0000269|PubMed:15302858, ECO:0000269|PubMed:18614576, ECO:0000269|PubMed:20434988, ECO:0000269|PubMed:24830287}. Apicolateral cell membrane {ECO:0000269|PubMed:10995441, ECO:0000269|PubMed:11734648, ECO:0000269|PubMed:15302858, ECO:0000269|PubMed:18614576, ECO:0000269|PubMed:20434988, ECO:0000269|PubMed:24830287}; Peripheral membrane protein {ECO:0000269|PubMed:10995441, ECO:0000269|PubMed:11734648, ECO:0000269|PubMed:15302858, ECO:0000269|PubMed:18614576, ECO:0000269|PubMed:20434988, ECO:0000269|PubMed:24830287}. Note=Cytoplasmic at interphase but localizes to the apical cell cortex during mitosis. {ECO:0000269|PubMed:10995441, ECO:0000269|PubMed:11734648, ECO:0000269|PubMed:15302858, ECO:0000269|PubMed:18614576, ECO:0000269|PubMed:20434988, ECO:0000269|PubMed:24830287}.
P12426	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm.
Q9VES1	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P40945	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Golgi apparatus.
P32392	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P61158}.
P15372	reviewed	Drosophila melanogaster (Fruit fly)	
Q9VCA8	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11782402}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:26251439}. Cytoplasm, myofibril, sarcomere, M line {ECO:0000269|PubMed:26251439}. Note=In indirect flight muscle, more strongly associated with Z lines where it colocalizes with sls isoform A (kettin). {ECO:0000269|PubMed:26251439}.
Q9V4P1	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus. Cytoplasm, cytoskeleton. Cytoplasm, cell cortex. Note=Mainly found in the nucleus during interphase. Colocalizes with cortical F-actin upon nuclear envelope breakdown in mitosis and subsequently concentrates in the area of the prospective contractile ring in anaphase. This pattern persists until telophase, when the protein becomes concentrated in the midbody. Accumulates in the nucleus of newly divided cells in a diffuse staining pattern, thereby restarting the cycle.
P22465	reviewed	Drosophila melanogaster (Fruit fly)	
Q9V5Z7	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q9U6Y9	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
Q9W1V1	reviewed	Drosophila melanogaster (Fruit fly)	
P91926	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9118220, ECO:0000269|PubMed:9285813}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Membrane, coated pit {ECO:0000269|PubMed:9118220}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles in the plasma membrane. {ECO:0000269|PubMed:9118220}.
A8JR14	reviewed	Drosophila melanogaster (Fruit fly)	
Q9V496	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted. Note=Secreted in hemolymph.
Q9Y0A7	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q9U4H5	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P02833	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P29673	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus.
A2VEY9	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:18719403}; Multi-pass membrane protein {ECO:0000255}. Apical cell membrane {ECO:0000269|PubMed:18804377}; Multi-pass membrane protein {ECO:0000255}.
Q9VEC3	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16618800}.
P25160	reviewed	Drosophila melanogaster (Fruit fly)	
Q7K486	reviewed	Drosophila melanogaster (Fruit fly)	
Q9VHV5	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:16537643}.
Q9XZ63	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:19164766}.
Q6J5K9	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15035984, ECO:0000269|PubMed:20966047}. Note=Component of Yb bodies, an electron dense structure containing Yb protein found in somatic cells of ovary and testis.
O15945	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00981}.
P45888	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
Q9VX09	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16618800}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:16618800}.
Q9VW15	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus. Chromosome {ECO:0000269|PubMed:10454589, ECO:0000269|PubMed:8725238}. Note=Localizes at the promoter of active genes. {ECO:0000269|PubMed:16882982}.
P54362	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Golgi apparatus {ECO:0000250}. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex. {ECO:0000250}.
Q9V831	reviewed	Drosophila melanogaster (Fruit fly)	
P61209	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Golgi apparatus.
P40946	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Golgi apparatus.
Q9V727	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9477319}. Chromosome {ECO:0000269|PubMed:9477319}. Note=Associated with chromatin. Colocalizes with many PcG sites on polytene chromosomes. It also associates with many unique sites on polytene chromosomes.
P10084	reviewed	Drosophila melanogaster (Fruit fly)	
Q9VRJ8	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q9VPW1	reviewed	Drosophila melanogaster (Fruit fly)	
Q94516	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.
Q9W5X9	reviewed	Drosophila melanogaster (Fruit fly)	
O76924	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
P18824	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:8666669}. Cell membrane {ECO:0000269|PubMed:8666669}; Peripheral membrane protein {ECO:0000269|PubMed:8666669}; Cytoplasmic side {ECO:0000269|PubMed:8666669}. Cell junction, adherens junction {ECO:0000269|PubMed:25653389}. Note=Inner surface of cell membrane and adherens junction.
Q9VIM5	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
Q5LJP9	reviewed	Drosophila melanogaster (Fruit fly)	
P10083	reviewed	Drosophila melanogaster (Fruit fly)	
Q94545	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17466076, ECO:0000269|PubMed:21694722, ECO:0000269|PubMed:23197473, ECO:0000269|PubMed:8889525}. Chromosome {ECO:0000269|PubMed:17466076, ECO:0000269|PubMed:21694722, ECO:0000269|PubMed:23197473, ECO:0000269|PubMed:8889525}. Note=Accumulates on salivary gland polytene chromosomes. {ECO:0000269|PubMed:17466076, ECO:0000269|PubMed:21694722, ECO:0000269|PubMed:23197473, ECO:0000269|PubMed:8889525}.
P19107	reviewed	Drosophila melanogaster (Fruit fly)	
P45890	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000269|PubMed:9378752}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9378752}. Note=Colocalizes with Su(var)205/HP1 on centric heterochromatin.
Q8IMC6	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:19890914}. Cytoplasm {ECO:0000269|PubMed:19890914}. Note=Found in the cytoplasm during interphase. Localizes to the mitotic spindle in dividing cells. {ECO:0000269|PubMed:19890914}.
Q24251	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.
P45884	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Secreted.
Q8SWX0	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23913921, ECO:0000269|PubMed:23913922}.
Q86P48	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11841500, ECO:0000305}.
P22700	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:23970561}; Multi-pass membrane protein {ECO:0000269|PubMed:23970561}. Sarcoplasmic reticulum membrane {ECO:0000269|PubMed:23970561}; Multi-pass membrane protein {ECO:0000269|PubMed:23970561}. Note=Colocalizes with SclA and SclB at the sarcoplasmic reticulum (SR) and the dyad, a structure in which the SR membrane lies closest to both the plasma membrane and the sarcomeres.
Q9XZS8	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:22851689}.
P84345	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Mitochondrion membrane; Single-pass membrane protein.
Q9GQN5	reviewed	Drosophila melanogaster (Fruit fly)	SUBCELLULAR LOCATION: Nucleus.
