Entry	Status	Organism	Subcellular location [CC]
P03949	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:27780040}. Cytoplasm {ECO:0000269|PubMed:27780040}. Note=Enriched at the leading edge compared to cytoplasm. Targeted to the leading edge of Q neuroblasts by mig-13. {ECO:0000269|PubMed:27780040}.
Q9U298	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000269|PubMed:15020415}; Multi-pass membrane protein {ECO:0000269|PubMed:15020415}. Cell membrane {ECO:0000269|PubMed:15020415}; Multi-pass membrane protein {ECO:0000269|PubMed:15020415}. Note=MC motor neuron. {ECO:0000269|PubMed:15020415}.
Q9U7D5	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q09543	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:23336080}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:23336080}. Note=Localizes to P granules in embryonic cells. {ECO:0000269|PubMed:23336080}.
O45145	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
O18178	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19249087}.
G5EDR3	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21497766}.
Q9XTI0	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q17761	reviewed	Caenorhabditis elegans	
Q95ZQ4	reviewed	Caenorhabditis elegans	
O01805	reviewed	Caenorhabditis elegans	
Q19341	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03019}.
Q18610	reviewed	Caenorhabditis elegans	
Q19124	reviewed	Caenorhabditis elegans	
Q10651	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Early endosome {ECO:0000269|PubMed:20862215}.
Q22067	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
G5EC68	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:11772394}.
Q18007	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P34455	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.
Q93149	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:Q23022}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:Q23022}; Multi-pass membrane protein {ECO:0000255}.
P41932	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16777605}. Nucleus {ECO:0000269|PubMed:16777605}.
Q18581	reviewed	Caenorhabditis elegans	
P10984	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
Q09289	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
P53585	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P53396}.
Q8T8B9	reviewed	Caenorhabditis elegans	
Q07750	reviewed	Caenorhabditis elegans	
G5EGL9	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17488621}; Single-pass type I membrane protein {ECO:0000255}. Apical cell membrane {ECO:0000269|PubMed:21350017}.
Q17941	reviewed	Caenorhabditis elegans	
P38433	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell junction, synapse {ECO:0000250}. Secreted {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=May be secreted or membrane associated via a non-catalytic subunit.
P0DM42	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
P10986	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:2795655}.
O45687	reviewed	Caenorhabditis elegans	
Q20952	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.
Q9U9K0	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.
Q07749	reviewed	Caenorhabditis elegans	
Q17335	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
G5ECD9	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23583549}; Multi-pass membrane protein {ECO:0000255}. Cell projection, cilium {ECO:0000269|PubMed:18852466}.
G5EGC4	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q22347	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.
P54244	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000269|PubMed:11273652}; Multi-pass membrane protein {ECO:0000269|PubMed:11273652}. Cell membrane {ECO:0000269|PubMed:11273652}; Multi-pass membrane protein {ECO:0000269|PubMed:11273652}. Note=Enriched in the sensory endings of sensory neurons.
Q27218	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000269|PubMed:15990870}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:15990870}; Multi-pass membrane protein {ECO:0000255}. Note=Co-localizes with unc-29 and unc-38 at nerve cord synapses. {ECO:0000269|PubMed:15990870}.
P34355	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Peroxisome {ECO:0000250|UniProtKB:Q15067}.
Q22618	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
O44712	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P48181	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000269|PubMed:15990870}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:15990870}; Multi-pass membrane protein {ECO:0000255}. Note=Co-localizes with unc-38 and lev-1 at nerve cord synapses. {ECO:0000269|PubMed:15990870}.
Q09388	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q23500	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12438312}.
P48182	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000250|UniProtKB:Q23022}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000250|UniProtKB:Q23022}; Multi-pass membrane protein {ECO:0000255}.
Q17334	reviewed	Caenorhabditis elegans	
P91408	reviewed	Caenorhabditis elegans	
O02219	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00981, ECO:0000269|PubMed:11427734}. Note=Nuclear location dependent on hif-1 expression in intestinal tissue but not in neuronal cells. {ECO:0000269|PubMed:11427734}.
Q86S40	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
G5EEN8	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18852466}.
P52887	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P41990	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q09226	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q20605	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
O45218	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Peroxisome.
Q94177	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
G5EEU3	reviewed	Caenorhabditis elegans	
O01427	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9852156}. Chromosome {ECO:0000269|PubMed:25475837, ECO:0000269|PubMed:9852156}. Midbody {ECO:0000269|PubMed:9852156}. Cytoplasm, cytoskeleton, spindle. Note=Meiotic and mitotic chromosomes (PubMed:9852156). During each division, relocates to the midbody microtubules (PubMed:9852156). Locates on chromosomes during metaphase and on the central spindle during anaphase. {ECO:0000269|PubMed:25475837, ECO:0000269|PubMed:9852156}.
P54216	reviewed	Caenorhabditis elegans	
P53993	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q2TAA5}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q2TAA5}.
Q9N4M4	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus outer membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cytoplasm, cytoskeleton. Note=The largest part of the protein is cytoplasmic, while its C-terminal part is associated either with the nuclear envelope, most probably the outer nuclear membrane, or with mitochondrial membrane.
Q94125	reviewed	Caenorhabditis elegans	
O17554	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q6ZNB7}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q6ZNB7}.
Q21988	reviewed	Caenorhabditis elegans	
O01615	reviewed	Caenorhabditis elegans	
P35603	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell membrane. Membrane, coated pit; Peripheral membrane protein; Cytoplasmic side. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles in the plasma membrane.
P46562	reviewed	Caenorhabditis elegans	
P46563	reviewed	Caenorhabditis elegans	
P83388	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q22004	reviewed	Caenorhabditis elegans	
Q21565	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P34514	reviewed	Caenorhabditis elegans	
Q9U2X0	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:24140420}. Nucleus {ECO:0000250|UniProtKB:Q99873}. Note=Diffuse cytoplasmic localization during embryogenesis. {ECO:0000269|PubMed:24140420}.
P54145	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
G5EGA3	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22383942}. Note=Localizes to foci-like structures outside the nucleus. {ECO:0000269|PubMed:22383942}.
Q9XTT4	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cell cortex. Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, spindle. Midbody. Cleavage furrow.
P91863	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:18852466}.
Q09285	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}.
Q9XTG7	reviewed	Caenorhabditis elegans	
Q23361	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P34552	reviewed	Caenorhabditis elegans	
Q9XWN6	reviewed	Caenorhabditis elegans	
P46580	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19521535}.
Q9XW42	reviewed	Caenorhabditis elegans	
O45876	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
G5EBZ8	reviewed	Caenorhabditis elegans	
P54889	reviewed	Caenorhabditis elegans	
P34629	reviewed	Caenorhabditis elegans	
Q8MYM9	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q19202	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Endomembrane system {ECO:0000303|PubMed:18216284}; Single-pass type II membrane protein {ECO:0000305|PubMed:18216284}.
P34212	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000250}.
O62220	reviewed	Caenorhabditis elegans	
Q20052	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9NYG5}.
P30647	reviewed	Caenorhabditis elegans	
Q10943	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000250}.
Q20758	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000250}.
Q10002	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q9XWV3	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
P58798	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
Q09994	reviewed	Caenorhabditis elegans	
Q21920	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9VCA8}.
H2KZB2	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:22770216}; Single-pass membrane protein {ECO:0000269|PubMed:22770216}.
Q9U2M7	reviewed	Caenorhabditis elegans	
H2L2B8	reviewed	Caenorhabditis elegans	
Q09369	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q94231	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000250}.
P35602	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:26762178}. Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000303|PubMed:8288128}; Peripheral membrane protein {ECO:0000250|UniProtKB:P38153}; Cytoplasmic side {ECO:0000250|UniProtKB:P38153}. Cell projection, dendrite {ECO:0000305|PubMed:26762178}. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex (By similarity). Association with kvs-4, targets kvs-4 to dendrites (PubMed:26762178). {ECO:0000250|UniProtKB:P38153, ECO:0000305|PubMed:26762178}.
O18191	reviewed	Caenorhabditis elegans	
Q21227	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell junction, adherens junction {ECO:0000269|PubMed:10766743, ECO:0000269|PubMed:17276345}. Cytoplasm {ECO:0000269|PubMed:10766743, ECO:0000269|PubMed:17276345}. Nucleus {ECO:0000269|PubMed:10766743, ECO:0000269|PubMed:17276345}. Note=Found in clusters near the ends of microtubules that extend into regions of actively migrating plasma membranes. Shuttles between the cytoplasm and nucleus. {ECO:0000269|PubMed:10766743, ECO:0000269|PubMed:17276345}.
Q09585	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q92754}.
Q22431	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
P91455	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q9TZN1	reviewed	Caenorhabditis elegans	
Q9N3B0	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
P53489	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
P51485	reviewed	Caenorhabditis elegans	
P91167	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
Q09551	reviewed	Caenorhabditis elegans	
Q22851	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q18510	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15314642}.
Q8WTM6	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
O45782	reviewed	Caenorhabditis elegans	
O45686	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Lysosome {ECO:0000250}.
G5EFZ3	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20555324}.
Q21697	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Lysosome {ECO:0000250}.
Q10916	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:9603947}.
O45100	reviewed	Caenorhabditis elegans	
P34379	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:O75143}. Cytoplasm {ECO:0000269|PubMed:19377305}. Preautophagosomal structure {ECO:0000250|UniProtKB:O75143}. Perikaryon {ECO:0000269|PubMed:19377305}. Cell projection, axon {ECO:0000269|PubMed:19377305}. Note=Under starvation conditions, is localized to punctate structures primarily representing the isolation membrane that sequesters a portion of the cytoplasm resulting in the formation of an autophagosome. {ECO:0000250|UniProtKB:O75143}.
Q9N3Q4	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q13315}.
P46561	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell projection, cilium {ECO:0000269|PubMed:15563610}. Mitochondrion {ECO:0000269|PubMed:15563610}. Mitochondrion inner membrane {ECO:0000269|PubMed:15563610}. Note=Peripheral membrane protein. Localizes to the cilium only in male-specific sensory neurons.
Q19705	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12015966}. Cell membrane {ECO:0000269|PubMed:12015966}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:12015966}. Note=Some diffuse cytoplasmic expression is detected but expression is concentrated mainly next to centrosomes and is excluded from the mitotic spindle area. Localizes to the cortical plasma membrane of embryonic blastomeres.
Q23498	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:9603947}. Note=Only the secreted form is enzymatically active.
P55956	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Secreted.
Q09993	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
G5EFF1	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23071450}.
Q9UAY4	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q10916}.
P30632	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03112}. Endoplasmic reticulum {ECO:0000255|HAMAP-Rule:MF_03112}.
H2L0N8	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell projection, cilium membrane {ECO:0000269|PubMed:20231383, ECO:0000269|PubMed:20530210, ECO:0000269|PubMed:24339792}; Lipid-anchor {ECO:0000269|PubMed:20231383, ECO:0000269|PubMed:20530210, ECO:0000269|PubMed:24339792}. Note=Associates to the cilium membrane via palmitoylation. Localizes to proximal ciliary membranes, to an inversin-like subciliary membrane compartment, excluding the transition zone.
O45379	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000250}.
Q9N4I0	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
Q93235	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
P24888	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.
O44739	reviewed	Caenorhabditis elegans	
O44441	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q9XXK1	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion inner membrane. Note=Peripheral membrane protein.
Q19326	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
O01635	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
O01530	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q9BKS0	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250|UniProtKB:Q06645}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q06645}.
Q09544	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.
Q09443	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}.
P90747	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9HD20}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9HD20}.
Q23192	reviewed	Caenorhabditis elegans	
Q9U7E0	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus.
Q03565	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:17170708}.
P34539	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion inner membrane.
P90921	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250}.
G5ED29	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15342467, ECO:0000269|PubMed:27457958, ECO:0000269|PubMed:27689799}. Nucleus {ECO:0000269|PubMed:27457958}. Note=Co-localizes with szy-20 and pab-1 in the cytoplasm. {ECO:0000269|PubMed:27689799}.
Q17603	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q20748	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:19888333}; Single-pass membrane protein {ECO:0000269|PubMed:19888333}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000250}. Note=In the mitochondrial inner membrane, enriched in sites with the potential to form contacts with the outer membrane. The N-terminal domain interacts with the inner surface of the mitochondrial outer membrane and the C-terminal domain localizes in a specific matrix compartment, where it is associated with nucleoids (By similarity). {ECO:0000250}.
P37209	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000305}.
Q22021	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250}.
Q18803	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250}.
Q9XUY5	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q18446	reviewed	Caenorhabditis elegans	
Q9U2A9	reviewed	Caenorhabditis elegans	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000255|HAMAP-Rule:MF_03027}. Nucleus, nucleoplasm {ECO:0000255|HAMAP-Rule:MF_03027}.
